time,latitude,longitude,depth,gap,rms,magNst,mag,place,type
2018-09-10T14:58:39.090Z,34.9969,140.2387,28.35,139.0,0.81,74.0,4.6,"16km SSW of Katsuura, Japan",earthquake
2018-09-09T13:55:11.960Z,42.785,141.9702,20.79,43.0,0.7,13.0,4.7,"26km E of Chitose, Japan",earthquake
2018-09-09T00:42:16.770Z,29.8659,142.2818,10.85,117.0,0.75,51.0,4.7,"Izu Islands, Japan region",earthquake
2018-09-08T16:15:57.940Z,30.5852,131.1662,35.0,107.0,0.94,30.0,4.6,"22km SE of Nishinoomote, Japan",earthquake
2018-09-08T10:36:37.700Z,29.7361,141.149,70.66,109.0,0.79,89.0,4.6,"Izu Islands, Japan region",earthquake
2018-09-07T13:43:46.670Z,42.7949,141.9855,39.67,76.0,0.63,122.0,4.6,"27km E of Chitose, Japan",earthquake
2018-09-07T04:25:25.480Z,42.7397,141.9312,42.72,73.0,0.66,320.0,4.7,"24km ESE of Chitose, Japan",earthquake
2018-09-06T14:43:48.700Z,42.7233,142.0853,35.0,84.0,0.89,100.0,4.5,"37km ESE of Chitose, Japan",earthquake
2018-09-05T21:32:32.730Z,42.7449,142.0828,41.48,98.0,0.55,10.0,4.5,"36km ESE of Chitose, Japan",earthquake
2018-09-05T21:11:28.920Z,42.6827,142.0003,29.28,40.0,0.77,12.0,5.3,"32km E of Tomakomai, Japan",earthquake
2018-09-05T21:04:32.830Z,42.681,142.0247,43.7,73.0,0.45,73.0,4.7,"34km E of Tomakomai, Japan",earthquake
2018-09-05T19:10:47.840Z,42.7136,141.9663,34.47,63.0,0.86,237.0,4.8,"28km ESE of Chitose, Japan",earthquake
2018-09-05T18:32:51.670Z,42.7504,142.1164,35.0,70.0,0.73,62.0,4.6,"38km ESE of Chitose, Japan",earthquake
2018-09-05T18:23:48.820Z,42.7676,141.9347,33.03,71.0,0.88,135.0,4.9,"23km ESE of Chitose, Japan",earthquake
2018-09-05T18:20:11.460Z,42.59,142.0468,35.0,42.0,1.16,237.0,5.2,"36km E of Tomakomai, Japan",earthquake
2018-09-05T18:17:10.470Z,42.6389,142.001,35.0,59.0,0.94,129.0,5.3,"32km E of Tomakomai, Japan",earthquake
2018-09-05T18:07:59.150Z,42.6861,141.9294,35.0,32.0,0.74,25.0,6.6,"27km ENE of Tomakomai, Japan",earthquake
2018-09-05T01:26:49.420Z,43.3596,146.2066,59.49,126.0,0.74,209.0,4.6,"51km E of Nemuro, Japan",earthquake
2018-09-04T20:11:19.570Z,36.4802,141.392,39.53,17.0,0.89,22.0,5.4,"65km ESE of Takahagi, Japan",earthquake
2018-09-02T21:47:50.490Z,34.5324,131.3736,21.28,86.0,0.66,12.0,4.5,"15km NNW of Hagi, Japan",earthquake
2018-09-02T02:58:46.180Z,29.1934,130.5179,10.0,108.0,0.57,13.0,4.5,"136km NE of Naze, Japan",earthquake
2018-09-01T18:43:53.650Z,29.4436,130.9673,35.65,39.0,1.13,59.0,4.7,"143km S of Nishinoomote, Japan",earthquake
2018-09-01T15:43:00.730Z,27.9555,139.9127,435.0,25.0,1.02,45.0,5.6,"247km WNW of Chichi-shima, Japan",earthquake
2018-09-01T13:37:34.260Z,36.0507,141.2251,20.92,143.0,0.74,11.0,4.5,"49km NE of Hasaki, Japan",earthquake
2018-08-31T06:02:30.880Z,36.9765,144.455,35.46,152.0,1.35,14.0,4.5,"Off the east coast of Honshu, Japan",earthquake
2018-08-31T02:56:25.180Z,43.8089,149.9329,10.0,81.0,0.69,19.0,4.5,"227km SE of Kuril'sk, Russia",earthquake
2018-08-30T15:38:16.250Z,40.9248,143.1512,38.72,84.0,1.08,59.0,4.5,"147km ENE of Hachinohe, Japan",earthquake
2018-08-30T03:32:54.950Z,25.5728,141.5749,38.37,125.0,0.78,18.0,4.5,"90km NNE of Iwo Jima, Japan",earthquake
2018-08-28T06:12:30.850Z,45.8152,150.4139,111.69,164.0,0.81,102.0,4.5,"207km ENE of Kuril'sk, Russia",earthquake
2018-08-28T06:00:27.930Z,45.9541,153.1568,35.0,136.0,1.08,161.0,4.6,East of the Kuril Islands,earthquake
2018-08-28T01:58:15.460Z,44.0629,149.7441,10.0,172.0,0.77,78.0,4.6,"196km SE of Kuril'sk, Russia",earthquake
2018-08-27T15:40:10.130Z,49.972,153.925,23.16,141.0,0.69,101.0,4.7,"175km WSW of Severo-Kuril'sk, Russia",earthquake
2018-08-26T23:10:41.810Z,44.1905,149.4877,10.0,137.0,0.53,86.0,4.7,"172km SE of Kuril'sk, Russia",earthquake
2018-08-26T08:38:27.160Z,44.0472,149.6472,10.0,190.0,0.54,41.0,4.5,"192km SE of Kuril'sk, Russia",earthquake
2018-08-26T07:59:35.500Z,44.1767,149.6345,10.0,138.0,0.68,117.0,4.6,"181km SE of Kuril'sk, Russia",earthquake
2018-08-26T06:23:24.610Z,44.1254,149.7242,10.0,172.0,0.5,24.0,4.6,"190km SE of Kuril'sk, Russia",earthquake
2018-08-26T05:57:12.230Z,44.2437,149.5591,10.0,83.0,0.78,573.0,5.2,"172km SE of Kuril'sk, Russia",earthquake
2018-08-26T05:49:39.810Z,44.1046,149.663,10.0,188.0,0.73,29.0,4.6,"188km SE of Kuril'sk, Russia",earthquake
2018-08-25T18:56:47.500Z,44.228,149.6081,10.0,138.0,0.69,97.0,4.5,"176km SE of Kuril'sk, Russia",earthquake
2018-08-25T18:25:37.260Z,44.2579,149.609,10.0,170.0,0.77,148.0,4.7,"174km SE of Kuril'sk, Russia",earthquake
2018-08-24T23:57:15.100Z,24.3515,127.3092,31.92,103.0,0.98,44.0,4.7,"199km S of Itoman, Japan",earthquake
2018-08-24T21:30:30.240Z,40.558,142.0316,55.4,135.0,0.62,41.0,4.6,"45km E of Hachinohe, Japan",earthquake
2018-08-24T14:15:55.910Z,41.1252,142.6273,43.25,126.0,0.98,131.0,5.3,"117km NE of Hachinohe, Japan",earthquake
2018-08-24T02:03:23.590Z,37.7816,144.4766,35.0,148.0,0.88,15.0,4.5,"279km SE of Kamaishi, Japan",earthquake
2018-08-22T20:46:15.950Z,23.6691,144.0696,10.0,166.0,0.63,18.0,4.5,"Volcano Islands, Japan region",earthquake
2018-08-22T15:06:27.380Z,41.4025,142.5438,41.27,133.0,0.96,368.0,5.0,"104km S of Shizunai, Japan",earthquake
2018-08-22T09:23:39.030Z,32.7493,130.6459,10.0,210.0,0.55,17.0,4.5,"7km NNW of Uto, Japan",earthquake
2018-08-21T11:27:36.020Z,25.2181,141.9639,10.0,146.0,0.41,15.0,4.5,"79km NE of Iwo Jima, Japan",earthquake
2018-08-21T07:46:00.940Z,32.819,140.7641,59.12,153.0,1.43,21.0,4.6,"94km ESE of Hachijo-jima, Japan",earthquake
2018-08-20T17:47:07.830Z,35.9798,139.9525,55.15,155.0,1.03,10.0,4.5,"4km SW of Mitsukaido, Japan",earthquake
2018-08-20T08:55:05.460Z,23.5611,143.4975,10.0,100.0,0.69,64.0,4.6,"258km ESE of Iwo Jima, Japan",earthquake
2018-08-19T18:09:56.860Z,38.5316,141.1332,105.45,123.0,1.41,158.0,4.5,"0km S of Wakuya, Japan",earthquake
2018-08-19T13:00:24.790Z,25.5288,141.4702,10.0,122.0,1.04,198.0,4.8,"83km N of Iwo Jima, Japan",earthquake
2018-08-19T06:09:00.580Z,23.5491,145.0232,10.0,122.0,0.44,31.0,4.7,"Volcano Islands, Japan region",earthquake
2018-08-19T04:31:22.260Z,48.1469,153.7501,93.2,144.0,0.77,152.0,4.9,Kuril Islands,earthquake
2018-08-19T04:11:15.850Z,23.6396,143.3625,10.0,147.0,0.84,119.0,4.7,"241km ESE of Iwo Jima, Japan",earthquake
2018-08-19T04:05:44.180Z,23.573,143.3636,10.0,39.0,0.91,411.0,5.2,"246km ESE of Iwo Jima, Japan",earthquake
2018-08-19T02:00:29.610Z,44.6762,144.2457,231.53,95.0,1.45,4.0,4.5,"72km N of Abashiri, Japan",earthquake
2018-08-18T16:41:53.060Z,44.7627,148.6014,70.34,118.0,0.7,180.0,4.6,"77km SE of Kuril'sk, Russia",earthquake
2018-08-17T14:57:25.130Z,23.5329,143.5053,10.0,116.0,0.67,40.0,4.6,"260km ESE of Iwo Jima, Japan",earthquake
2018-08-17T12:23:55.220Z,23.6965,143.4467,10.0,112.0,1.16,51.0,4.5,"246km ESE of Iwo Jima, Japan",earthquake
2018-08-17T00:06:58.090Z,23.5356,143.5884,10.0,140.0,0.88,18.0,4.6,"267km ESE of Iwo Jima, Japan",earthquake
2018-08-16T03:52:58.010Z,44.2389,149.4734,2.73,135.0,0.97,244.0,4.9,"167km SE of Kuril'sk, Russia",earthquake
2018-08-14T11:51:01.100Z,34.7762,137.4787,51.64,63.0,0.52,13.0,4.6,"8km E of Toyohashi, Japan",earthquake
2018-08-14T09:22:38.970Z,25.415,130.4679,10.0,100.0,1.16,53.0,4.7,"279km ESE of Haebaru, Japan",earthquake
2018-08-14T03:35:50.820Z,35.1535,140.5067,60.53,116.0,0.89,18.0,4.5,"15km SE of Ohara, Japan",earthquake
2018-08-13T21:46:48.730Z,43.9569,150.2647,10.0,185.0,0.74,22.0,4.8,"236km SE of Kuril'sk, Russia",earthquake
2018-08-13T20:36:03.270Z,43.3682,147.6014,35.0,185.0,0.61,24.0,4.6,"85km SE of Shikotan, Russia",earthquake
2018-08-13T19:09:01.300Z,30.5992,142.686,10.0,154.0,0.89,30.0,4.6,"Izu Islands, Japan region",earthquake
2018-08-13T16:19:16.830Z,25.7988,125.2304,107.61,63.0,0.8,161.0,5.1,"110km N of Hirara, Japan",earthquake
2018-08-12T22:41:14.160Z,48.2834,155.061,44.59,144.0,0.82,52.0,4.6,"277km SSW of Severo-Kuril'sk, Russia",earthquake
2018-08-12T15:33:31.360Z,41.9949,142.7105,69.01,109.0,0.34,4.0,4.5,"47km SE of Shizunai, Japan",earthquake
2018-08-11T05:18:34.580Z,35.2408,141.2326,18.81,140.0,1.02,21.0,4.6,"65km SSE of Hasaki, Japan",earthquake
2018-08-10T21:11:17.040Z,37.2213,141.1065,13.15,117.0,0.54,19.0,4.7,"27km NE of Iwaki, Japan",earthquake
2018-08-10T18:12:07.020Z,48.4593,154.939,27.0,20.0,0.83,21.0,6.0,"261km SSW of Severo-Kuril'sk, Russia",earthquake
2018-08-10T14:44:31.100Z,47.6279,153.0823,67.04,132.0,0.76,112.0,4.5,Kuril Islands,earthquake
2018-08-09T14:14:19.930Z,43.1454,146.9994,36.34,120.0,0.65,231.0,5.0,"76km SSE of Shikotan, Russia",earthquake
2018-08-09T03:07:55.670Z,29.2356,142.5383,33.29,137.0,0.81,17.0,4.5,"240km N of Chichi-shima, Japan",earthquake
2018-08-09T02:45:25.330Z,44.2631,149.2977,45.63,137.0,0.52,70.0,4.5,"155km SE of Kuril'sk, Russia",earthquake
2018-08-08T13:27:01.660Z,44.3262,149.2742,30.59,169.0,0.83,112.0,4.9,"149km SE of Kuril'sk, Russia",earthquake
2018-08-08T11:19:18.210Z,44.1651,149.3799,22.0,142.0,0.63,217.0,4.9,"167km SE of Kuril'sk, Russia",earthquake
2018-08-08T09:07:19.580Z,37.2137,141.2632,9.43,72.0,0.92,254.0,4.7,"37km SE of Namie, Japan",earthquake
2018-08-08T08:26:00.170Z,44.2656,149.3738,41.83,137.0,0.93,119.0,4.8,"159km SE of Kuril'sk, Russia",earthquake
2018-08-08T06:58:15.900Z,44.622,149.2334,43.84,187.0,0.58,36.0,4.5,"126km ESE of Kuril'sk, Russia",earthquake
2018-08-08T04:48:16.010Z,44.2879,149.7362,10.0,145.0,0.92,45.0,4.6,"180km SE of Kuril'sk, Russia",earthquake
2018-08-07T15:12:57.530Z,37.8857,144.0549,14.47,32.0,0.75,22.0,5.5,"242km ESE of Ofunato, Japan",earthquake
2018-08-07T03:39:22.960Z,44.278,149.37,49.59,135.0,0.6,50.0,4.5,"158km SE of Kuril'sk, Russia",earthquake
2018-08-06T20:10:54.930Z,35.503,140.2869,59.45,128.0,0.93,69.0,4.6,"3km WSW of Oami, Japan",earthquake
2018-08-06T10:56:05.320Z,35.5093,141.1921,37.28,110.0,0.71,29.0,4.7,"40km SE of Hasaki, Japan",earthquake
2018-08-05T22:50:08.080Z,40.2263,143.4144,18.39,134.0,0.41,191.0,4.7,"141km ENE of Miyako, Japan",earthquake
2018-08-05T08:44:17.240Z,41.5086,141.9919,55.84,129.0,0.82,125.0,4.6,"69km ENE of Mutsu, Japan",earthquake
2018-08-03T13:07:03.220Z,30.3775,137.1884,494.33,101.0,0.66,120.0,4.6,"Izu Islands, Japan region",earthquake
2018-08-03T01:41:50.110Z,44.3454,149.1338,50.29,137.0,0.53,83.0,4.8,"139km SE of Kuril'sk, Russia",earthquake
2018-08-02T21:58:00.190Z,50.3103,156.4979,61.83,53.0,0.53,447.0,4.9,"48km SSE of Severo-Kuril'sk, Russia",earthquake
2018-08-02T08:52:03.350Z,46.4407,146.1234,327.74,143.0,0.89,66.0,4.5,"191km NW of Kuril'sk, Russia",earthquake
2018-07-31T09:20:21.310Z,44.5287,148.1877,97.03,140.0,0.6,125.0,4.5,"81km SSE of Kuril'sk, Russia",earthquake
2018-07-31T08:42:20.550Z,37.1788,141.0967,10.9,33.0,0.75,47.0,5.5,"23km NE of Iwaki, Japan",earthquake
2018-07-30T20:49:51.440Z,47.0404,154.4987,10.0,111.0,0.68,11.0,4.5,Kuril Islands,earthquake
2018-07-30T20:44:20.370Z,47.6266,153.7053,35.0,132.0,0.76,150.0,4.7,Kuril Islands,earthquake
2018-07-29T22:47:46.360Z,45.7269,151.4948,47.59,186.0,0.98,41.0,4.7,"287km ENE of Kuril'sk, Russia",earthquake
2018-07-29T13:00:56.450Z,45.7361,151.406,35.0,121.0,0.87,15.0,5.0,"280km ENE of Kuril'sk, Russia",earthquake
2018-07-29T09:48:57.040Z,49.6567,155.9638,54.47,135.0,0.57,148.0,4.7,"114km S of Severo-Kuril'sk, Russia",earthquake
2018-07-29T08:12:36.360Z,45.5105,151.6103,35.0,135.0,0.61,318.0,4.7,"293km E of Kuril'sk, Russia",earthquake
2018-07-29T00:58:48.300Z,36.9244,139.7469,10.0,137.0,0.89,20.0,4.5,"21km NW of Yaita, Japan",earthquake
2018-07-28T00:50:07.160Z,30.6506,141.752,22.15,97.0,0.55,289.0,4.9,"Izu Islands, Japan region",earthquake
2018-07-27T04:54:09.460Z,45.3744,148.0191,139.66,49.0,0.78,608.0,4.9,"18km NE of Kuril'sk, Russia",earthquake
2018-07-27T01:25:26.050Z,26.2655,128.847,16.11,72.0,0.67,52.0,4.6,"93km ESE of Nago, Japan",earthquake
2018-07-25T17:46:06.320Z,37.5147,141.2729,52.55,133.0,1.17,102.0,4.5,"24km E of Namie, Japan",earthquake
2018-07-25T12:37:47.060Z,46.6511,152.6648,35.0,92.0,0.94,148.0,4.6,Kuril Islands,earthquake
2018-07-25T04:20:30.270Z,25.3772,130.4836,10.0,44.0,0.75,33.0,5.3,"282km ESE of Haebaru, Japan",earthquake
2018-07-24T14:07:44.020Z,25.931,128.5219,5.68,84.0,1.47,7.0,4.5,"79km SE of Haebaru, Japan",earthquake
2018-07-23T21:37:44.320Z,45.1211,148.1899,128.8,40.0,0.8,641.0,5.1,"27km ESE of Kuril'sk, Russia",earthquake
2018-07-23T11:11:37.100Z,27.1198,143.3544,10.0,151.0,0.68,43.0,4.8,"112km E of Chichi-shima, Japan",earthquake
2018-07-19T11:52:06.120Z,37.1264,141.1818,53.62,141.0,1.23,63.0,4.5,"27km ENE of Iwaki, Japan",earthquake
2018-07-18T07:44:51.630Z,35.7832,141.5061,37.04,122.0,1.06,70.0,4.6,"61km E of Hasaki, Japan",earthquake
2018-07-17T18:42:40.620Z,31.3888,128.1405,8.83,87.0,0.77,58.0,4.7,"158km SSW of Fukue, Japan",earthquake
2018-07-17T08:26:23.490Z,45.6859,151.754,35.0,171.0,1.18,8.0,4.6,Kuril Islands,earthquake
2018-07-17T03:27:43.810Z,43.576,147.3487,35.0,166.0,0.79,70.0,4.5,"56km ESE of Shikotan, Russia",earthquake
2018-07-16T19:42:52.400Z,36.4826,140.781,52.58,138.0,1.1,27.0,4.5,"17km SE of Hitachi, Japan",earthquake
2018-07-16T19:34:11.990Z,36.4291,140.7671,45.06,63.0,1.33,273.0,4.9,"18km ESE of Funaishikawa, Japan",earthquake
2018-07-16T02:51:57.260Z,35.4722,141.1784,27.05,121.0,1.3,60.0,4.7,"42km SE of Hasaki, Japan",earthquake
2018-07-15T17:13:39.430Z,42.2875,143.0264,59.34,103.0,0.79,19.0,4.9,"54km E of Shizunai, Japan",earthquake
2018-07-13T22:03:21.490Z,24.0126,126.3499,10.0,92.0,0.9,48.0,4.6,"138km SE of Hirara, Japan",earthquake
2018-07-13T08:19:36.990Z,32.0106,129.0367,18.52,108.0,1.02,26.0,4.5,"77km SSE of Fukue, Japan",earthquake
2018-07-12T08:39:23.390Z,38.2054,142.2318,35.18,116.0,0.85,27.0,4.7,"84km ESE of Ishinomaki, Japan",earthquake
2018-07-12T03:09:24.920Z,23.5464,143.8489,10.0,64.0,0.63,382.0,5.1,"290km ESE of Iwo Jima, Japan",earthquake
2018-07-12T00:38:01.130Z,23.5443,143.8291,8.43,38.0,0.77,142.0,5.0,"288km ESE of Iwo Jima, Japan",earthquake
2018-07-10T05:47:01.950Z,36.2748,141.669,36.98,158.0,0.91,16.0,4.5,"96km NE of Hasaki, Japan",earthquake
2018-07-10T05:23:44.860Z,36.2766,141.6769,32.47,128.0,0.95,201.0,4.9,"96km E of Oarai, Japan",earthquake
2018-07-10T04:55:56.040Z,41.563,142.0908,51.06,124.0,0.64,10.0,4.9,"79km ENE of Mutsu, Japan",earthquake
2018-07-08T21:07:02.130Z,32.2573,141.9467,10.0,122.0,0.78,30.0,4.7,"221km ESE of Hachijo-jima, Japan",earthquake
2018-07-08T16:00:34.170Z,35.1702,140.7261,39.09,140.0,0.56,17.0,4.5,"32km ESE of Ohara, Japan",earthquake
2018-07-07T14:12:17.820Z,27.8968,142.0035,56.92,158.0,1.41,12.0,4.6,"92km NNW of Chichi-shima, Japan",earthquake
2018-07-07T11:23:50.050Z,35.1073,140.6424,40.0,37.0,0.97,29.0,5.9,"28km SE of Ohara, Japan",earthquake
2018-07-07T05:42:16.950Z,48.3412,146.3401,483.47,114.0,0.65,125.0,4.6,"199km WSW of Vostok, Russia",earthquake
2018-07-05T21:16:11.350Z,29.3529,141.3128,35.0,137.0,1.38,11.0,4.5,"266km NNW of Chichi-shima, Japan",earthquake
2018-07-03T11:38:48.190Z,32.4682,132.0448,40.21,74.0,0.76,110.0,4.5,"37km ESE of Nobeoka, Japan",earthquake
2018-07-02T11:53:21.290Z,41.2557,142.7104,37.82,114.0,0.98,256.0,5.2,"123km SSE of Shizunai, Japan",earthquake
2018-07-02T00:38:51.860Z,29.904,142.266,10.0,132.0,0.62,20.0,4.6,"Izu Islands, Japan region",earthquake
2018-07-01T20:45:42.960Z,46.9633,144.9542,392.59,105.0,1.0,38.0,5.6,"168km ESE of Dolinsk, Russia",earthquake
2018-07-01T17:27:01.130Z,41.5109,142.0835,54.39,118.0,0.77,17.0,4.9,"76km ENE of Mutsu, Japan",earthquake
2018-06-29T05:05:25.280Z,34.9902,140.2975,32.36,118.0,0.81,15.0,4.6,"15km S of Katsuura, Japan",earthquake
2018-06-27T16:09:07.170Z,48.4187,154.2104,67.0,171.0,0.64,83.0,4.5,"287km SSW of Severo-Kuril'sk, Russia",earthquake
2018-06-26T11:03:05.000Z,39.336,142.1222,39.72,140.0,0.79,72.0,4.8,"19km E of Otsuchi, Japan",earthquake
2018-06-26T08:00:14.240Z,34.8713,132.816,35.34,63.0,0.79,58.0,4.6,"8km NNW of Miyoshi, Japan",earthquake
2018-06-26T05:58:40.390Z,29.1628,130.4848,10.0,70.0,0.85,114.0,4.8,"131km NE of Naze, Japan",earthquake
2018-06-25T01:08:21.610Z,29.0425,130.4531,10.0,70.0,0.76,74.0,4.6,"120km NE of Naze, Japan",earthquake
2018-06-24T13:18:08.550Z,43.6068,147.497,86.65,118.0,0.61,59.0,4.6,"66km ESE of Shikotan, Russia",earthquake
2018-06-19T15:29:31.550Z,41.2924,145.114,10.0,167.0,1.01,7.0,4.6,"196km SSE of Kushiro, Japan",earthquake
2018-06-18T15:31:24.860Z,34.788,135.61,10.0,89.0,0.52,35.0,4.6,"2km NNW of Neyagawa, Japan",earthquake
2018-06-17T22:58:34.770Z,34.8246,135.6389,10.34,22.0,0.7,19.0,5.5,"1km NW of Hirakata, Japan",earthquake
2018-06-17T21:36:10.210Z,42.746,145.2894,55.35,160.0,0.73,115.0,4.7,"68km SSW of Nemuro, Japan",earthquake
2018-06-17T15:43:42.630Z,38.7988,142.1016,39.68,156.0,0.55,16.0,4.5,"45km SE of Ofunato, Japan",earthquake
2018-06-17T06:27:22.160Z,36.5135,139.1346,11.23,118.0,0.69,96.0,4.6,"12km ENE of Shibukawa, Japan",earthquake
2018-06-16T02:09:10.870Z,35.2647,140.4852,35.0,118.0,0.92,48.0,4.7,"9km E of Ohara, Japan",earthquake
2018-06-13T22:14:32.440Z,35.5812,140.1624,70.17,137.0,0.58,22.0,4.5,"4km SE of Chiba-shi, Japan",earthquake
2018-06-13T03:44:52.960Z,30.078,140.954,91.39,113.0,0.99,156.0,4.7,"Izu Islands, Japan region",earthquake
2018-06-12T23:45:54.560Z,50.5863,156.3543,84.62,74.0,1.12,560.0,5.2,"19km ESE of Severo-Kuril'sk, Russia",earthquake
2018-06-12T12:37:56.880Z,42.5704,145.2129,44.37,102.0,0.85,103.0,4.6,"82km ESE of Kushiro, Japan",earthquake
2018-06-11T20:09:05.460Z,35.1148,140.5461,35.0,99.0,0.78,21.0,4.9,"21km SE of Ohara, Japan",earthquake
2018-06-11T19:56:41.960Z,31.3566,131.6286,35.0,117.0,0.8,14.0,4.8,"36km SE of Nichinan, Japan",earthquake
2018-06-11T19:54:21.270Z,31.295,131.3679,30.0,38.0,0.88,25.0,5.4,"22km SE of Kushima, Japan",earthquake
2018-06-10T15:25:40.560Z,30.4455,131.3552,10.0,175.0,1.27,3.0,4.5,"46km SE of Nishinoomote, Japan",earthquake
2018-06-10T14:55:19.590Z,27.2865,143.3872,10.0,67.0,0.54,282.0,5.0,"118km ENE of Chichi-shima, Japan",earthquake
2018-06-09T21:45:50.660Z,43.8243,145.9304,84.43,130.0,0.63,123.0,4.7,"23km SSE of Yuzhno-Kuril'sk, Russia",earthquake
2018-06-07T12:18:03.960Z,35.7724,140.8425,46.19,141.0,0.97,19.0,4.6,"4km N of Hasaki, Japan",earthquake
2018-06-07T05:58:41.140Z,35.7961,140.2276,50.92,127.0,0.8,26.0,4.5,"8km N of Sakura, Japan",earthquake
2018-06-04T16:06:19.370Z,36.5547,142.1138,24.3,138.0,0.46,4.0,4.6,"122km ESE of Iwaki, Japan",earthquake
2018-06-03T02:19:27.500Z,29.9426,141.7798,35.0,138.0,0.9,5.0,4.5,"Izu Islands, Japan region",earthquake
2018-06-02T19:33:58.290Z,27.602,139.7217,491.61,20.0,0.84,183.0,4.9,"253km WNW of Chichi-shima, Japan",earthquake
2018-06-02T17:20:58.840Z,35.5395,140.2868,63.67,124.0,0.68,43.0,4.5,"3km NW of Oami, Japan",earthquake
2018-06-02T10:25:37.630Z,43.8343,148.1681,34.45,136.0,0.51,213.0,4.6,"116km E of Shikotan, Russia",earthquake
2018-06-02T09:48:09.140Z,43.9796,147.9844,15.0,67.0,0.51,35.0,5.4,"103km ENE of Shikotan, Russia",earthquake
2018-05-31T07:27:57.420Z,45.2293,149.9925,94.71,184.0,0.79,44.0,4.5,"165km E of Kuril'sk, Russia",earthquake
2018-05-29T17:21:39.330Z,28.9869,142.4575,25.79,136.0,0.56,84.0,4.6,"212km N of Chichi-shima, Japan",earthquake
2018-05-29T12:01:26.480Z,36.2643,141.3093,35.0,149.0,0.68,7.0,4.5,"63km E of Oarai, Japan",earthquake
2018-05-28T20:53:37.340Z,48.2736,154.1246,52.53,165.0,0.65,138.0,4.6,Kuril Islands,earthquake
2018-05-28T15:47:04.440Z,38.3019,141.869,44.19,156.0,0.49,43.0,4.6,"51km ESE of Ishinomaki, Japan",earthquake
2018-05-27T22:48:04.260Z,28.483,142.0546,35.0,119.0,0.85,19.0,4.6,"155km N of Chichi-shima, Japan",earthquake
2018-05-27T17:50:52.610Z,45.2355,124.642,10.0,30.0,1.0,46.0,5.3,"14km WNW of Fuyu, China",earthquake
2018-05-26T14:01:34.390Z,37.8709,141.7377,49.28,113.0,0.99,121.0,4.7,"71km SSE of Ishinomaki, Japan",earthquake
2018-05-25T19:09:45.730Z,27.5625,130.1042,19.91,60.0,1.11,46.0,4.6,"108km SE of Naze, Japan",earthquake
2018-05-25T12:13:42.320Z,36.9333,138.6062,10.0,99.0,0.82,319.0,4.9,"23km ENE of Iiyama, Japan",earthquake
2018-05-25T10:06:46.140Z,26.4017,127.3475,58.06,28.0,1.14,78.0,4.6,"39km WNW of Naha-shi, Japan",earthquake
2018-05-24T19:15:09.510Z,25.5048,126.5833,45.85,121.0,0.96,52.0,4.5,"128km WSW of Itoman, Japan",earthquake
2018-05-24T11:12:16.720Z,27.7142,127.7021,118.44,51.0,0.89,349.0,5.0,"127km NNW of Nago, Japan",earthquake
2018-05-22T20:11:02.840Z,41.2337,140.3652,151.89,61.0,1.05,238.0,4.6,"47km N of Kizukuri, Japan",earthquake
2018-05-22T19:11:02.510Z,47.3129,152.0001,108.19,124.0,0.53,31.0,4.5,"291km SE of Vostok, Russia",earthquake
2018-05-22T12:55:38.540Z,35.6324,140.8261,35.0,130.0,1.22,28.0,4.7,"11km S of Hasaki, Japan",earthquake
2018-05-21T02:17:35.550Z,46.4458,153.2433,10.0,173.0,0.77,75.0,4.6,Kuril Islands,earthquake
2018-05-18T08:50:46.660Z,45.3113,150.0394,72.37,135.0,0.63,92.0,4.7,"169km E of Kuril'sk, Russia",earthquake
2018-05-17T18:42:13.240Z,42.6846,145.586,30.0,48.0,0.86,30.0,5.7,"70km S of Nemuro, Japan",earthquake
2018-05-17T03:12:32.690Z,35.6584,140.7193,41.89,49.0,1.34,26.0,5.3,"9km SE of Asahi, Japan",earthquake
2018-05-16T22:00:07.940Z,28.3377,128.1873,135.48,87.0,0.8,77.0,4.6,"127km W of Naze, Japan",earthquake
2018-05-15T05:00:41.510Z,35.5025,138.9888,54.82,106.0,1.31,44.0,4.5,"11km SSE of Otsuki, Japan",earthquake
2018-05-14T10:31:19.820Z,40.0942,142.6787,40.33,99.0,0.85,382.0,5.0,"80km NE of Miyako, Japan",earthquake
2018-05-13T22:54:06.960Z,27.0795,143.6295,30.61,214.0,0.48,71.0,4.5,"140km E of Chichi-shima, Japan",earthquake
2018-05-12T16:49:37.350Z,38.4847,141.9287,43.99,94.0,1.19,170.0,5.0,"55km E of Ishinomaki, Japan",earthquake
2018-05-12T03:48:34.030Z,42.5367,144.3008,63.45,136.0,0.92,28.0,4.5,"49km S of Kushiro, Japan",earthquake
2018-05-12T01:29:29.810Z,36.643,137.9022,9.94,49.0,0.67,199.0,5.1,"16km NNE of Omachi, Japan",earthquake
2018-05-11T21:52:09.310Z,32.3715,141.3859,25.16,112.0,0.51,32.0,4.5,"168km ESE of Hachijo-jima, Japan",earthquake
2018-05-11T12:07:57.790Z,23.9972,125.1462,10.0,84.0,1.13,48.0,4.7,"90km S of Hirara, Japan",earthquake
2018-05-11T04:40:50.630Z,27.8913,128.1943,10.0,77.0,0.85,22.0,4.5,"137km WSW of Naze, Japan",earthquake
2018-05-10T23:34:59.080Z,26.7001,128.2367,31.37,205.0,0.43,33.0,4.5,"28km ENE of Nago, Japan",earthquake
